"","id","ses","genre","reseau","scolarite","experience"
"785",176,38.4,2,9,1,5
"786",177,38.2,1,4,1,6
"787",182,28.6,1,11,0,4
"788",183,83.7,2,2,4,18
"789",185,34.2,1,9,1,8
"790",186,73.3,2,9,3,18
"791",191,37.4,2,16,1,7
"792",200,32.3,1,6,1,7
"793",203,50.5,2,28,2,4
"794",205,33.9,1,6,1,10
"795",206,51.9,2,18,2,8
"796",209,28.6,1,21,0,3
"797",216,63.5,2,5,2,16
"798",220,63.5,2,9,2,7
"799",227,72.5,1,9,3,15
"800",238,78.5,2,25,4,17
"801",251,50.5,2,4,2,4
"802",258,67,2,20,3,17
"803",259,67,2,13,3,23
"804",302,48.9,1,13,2,9
"805",2310,36.5,1,8,1,5
"806",2313,48.6,2,14,2,10
"807",2317,28.2,2,10,0,5
"808",2319,69.2,2,18,3,10
"809",2332,38.2,1,12,1,5
"810",2340,31.5,1,12,1,1
"811",2359,28.4,1,10,0,4
"812",2371,36.5,2,3,1,8
"813",2372,37.3,1,14,1,3
"814",2392,73.2,2,5,3,19
"815",2394,29.3,2,7,0,7
"816",2397,32.3,1,3,1,7
"817",2398,37.3,1,12,1,6
"818",2399,30.8,1,8,1,5
"819",2407,78.5,2,18,4,24
"820",2420,29.2,1,9,0,5
"821",2430,96,1,4,4,26
"822",2431,77.8,2,15,3,24
"823",2440,80.3,1,6,4,12
"824",2443,33.1,2,7,1,5
"825",2447,69.7,1,5,3,15
"826",2450,22.9,1,8,0,1
"827",2453,33.1,2,3,1,3
"828",2459,26.7,1,5,0,6
"829",2466,26.7,2,14,0,4
"830",2468,63.5,2,7,3,27
"831",2475,38.9,1,8,1,6
"832",2479,26.4,2,9,0,10
"833",2480,38.9,2,15,1,7
"834",2482,29.3,1,9,1,2
"835",2486,73.2,1,16,3,26
"836",2499,32,2,4,1,5
"837",2520,38,2,29,1,5
"838",2523,38.2,1,3,1,7
"839",2534,80.3,1,8,4,18
"840",2541,73.2,2,11,3,14
"841",2547,28.6,1,2,0,5
"842",2554,43.7,2,2,2,6
"843",2559,18.5,1,9,0,2
"844",2562,47.8545127651924,2,25,2,3
"845",2565,24.2,1,7,0,2
"846",2566,29.3,2,11,0,2
"847",2569,37.3,1,10,1,2
"848",2578,29,1,7,0,5
"849",2581,47.8545127651924,2,14,2,5
"850",2586,63.5,1,21,3,12
"851",2592,47.8545127651924,2,2,2,3
"852",2597,36.5,1,10,1,14
"853",2598,26.4,2,16,0,4
"854",2600,27.5,2,17,0,3
"855",2601,38,2,11,1,7
"856",2602,53.3,2,19,2,5
"857",2603,53.4,1,7,2,5
"858",2604,29.2,1,15,0,6
"859",2605,63.5,1,18,2,9
"860",2606,38.4,2,17,1,5
"861",2607,80,1,15,4,21
"862",2608,53.7,1,6,2,17
"863",2610,78.5,2,4,4,24
"864",2613,48.5,2,12,2,7
"865",2619,33.6,2,16,1,5
"866",2621,28.4,1,6,0,1
"867",2625,78.5,1,2,4,18
"868",2631,38.4,2,19,1,4
"869",2642,80.3,2,3,4,18
"870",2645,50.7,2,5,2,7
"871",2649,29.4,2,13,0,5
"872",2659,47.8545127651924,2,7,2,2
"873",2670,36.5,2,8,1,7
"874",2673,78.5,2,19,4,20
"875",2678,36.5,2,1,1,5
"876",2700,50.7,1,22,2,9
"877",2703,26.5,2,8,0,5
"878",2706,25.8,2,11,0,5
"879",2707,48.5,1,7,2,6
"880",2708,21.2,2,7,0,1
"881",2712,38.9,2,7,1,4
"882",2717,38.4,2,8,1,6
"883",2721,37.7,2,6,1,6
"884",2723,78.5,2,11,4,19
"885",2724,26.4,2,17,0,4
"886",2727,62,1,2,2,14
"887",2733,33.1,2,7,1,5
"888",2740,38,2,14,1,5
"889",2741,38.2,1,15,1,6
"890",2753,56.6,2,14,2,8
"891",2756,80.3,2,15,4,22
"892",2759,36.5,1,14,1,6
"893",2763,36.5,1,6,1,2
"894",2764,47.8545127651924,2,1,2,10
"895",2765,47.8545127651924,2,12,2,14
"896",2772,26.4,2,8,0,4
"897",2775,30.7,2,16,0,2
"898",2782,28.4,1,15,0,3
"899",2805,22.6,2,6,0,6
"900",2821,33.1,2,7,1,3
"901",2822,69.2,2,3,3,16
"902",2827,51,1,30,2,8
"903",2831,73.2,1,10,3,37
"904",2832,43.3,1,14,1,5
"905",2833,31.9,1,19,1,5
"906",2834,64.2,1,7,3,14
"907",2842,38.7,2,10,1,3
"908",2845,32.4,2,14,1,4
"909",2855,37.4,1,5,1,4
"910",2856,29.3,2,1,0,2
"911",2863,38.9,2,3,1,6
"912",2869,47.8545127651924,2,15,2,7
"913",2873,92.3,1,26,4,30
"914",2879,69.7,2,7,3,18
"915",2888,54.5,1,3,2,8
"916",2892,33.1,2,12,1,7
"917",2893,38.1,1,16,1,6
"918",2894,74.4,2,21,3,12
"919",2901,38.4,2,9,1,6
"920",2,38.9,1,16,1,8
"921",3,35.1,1,12,1,9
"922",101,29.4,1,16,0,4
"923",240,78.5,1,14,4,17
"924",241,60.6,1,9,2,5
"925",280,74.4,2,7,3,19
"926",304,37.3,2,15,1,4
"927",305,36.5,2,18,1,5
"928",306,60.6,2,6,2,26
"929",307,38.4,2,6,1,3
"930",308,39.6,2,1,1,6
"931",309,32,1,7,1,4
"932",310,50.7,1,23,2,24
"933",312,54.2,2,7,2,7
"934",313,36.9,2,6,1,9
"935",314,47.8545127651924,2,5,2,6
"936",315,47.8545127651924,2,17,2,4
"937",316,47.8545127651924,2,11,2,10
"938",317,38.9,2,8,1,7
"939",318,38.2,1,14,1,5
"940",319,30.1,1,21,0,3
"941",320,68.1,2,30,3,14
"942",321,33.9,2,17,1,2
"943",322,50.7,1,14,2,11
"944",323,38,2,20,1,6
"945",324,48.9,1,11,2,21
"946",325,78.5,2,1,4,10
"947",326,50.7,2,17,2,16
"948",327,54.2,1,15,2,4
"949",328,63.5,2,3,3,15
"950",329,32.1,1,13,1,3
"951",330,50.7,2,18,2,4
"952",332,36.1,2,15,1,5
"953",333,76.4,2,3,3,22
"954",334,29,2,10,0,5
"955",335,48.5,1,15,2,8
"956",336,36.5,1,6,1,6
"957",337,32.7,1,7,1,4
"958",338,28.4,1,18,0,4
"959",339,31.2,1,13,1,12
"960",340,50.7,1,20,2,22
"961",341,50.5,1,11,2,13
"962",342,47.8545127651924,1,6,2,6
"963",343,29,2,13,0,5
"964",344,29.2,1,9,0,2
"965",345,54.7,2,19,2,7
"966",346,22.7,2,6,0,2
"967",348,33.1,2,17,1,5
"968",349,17.1,2,12,0,2
"969",351,47.8545127651924,2,20,2,7
"970",352,85.1,1,16,4,27
"971",353,33.9,2,13,1,7
"972",354,36.5,2,8,1,3
"973",355,47.8545127651924,2,10,2,3
"974",356,54.5,2,22,2,11
"975",357,22.5,2,5,0,1
"976",358,26.4,2,3,0,3
"977",359,22.7,2,7,0,2
"978",360,21.2,2,11,0,3
"979",361,42.3,2,13,1,2
"980",362,32.4,2,8,1,6
"981",363,43.2,1,15,1,6
"982",364,28.4,1,5,0,4
"983",365,73.2,2,9,3,21
"984",367,40.1,2,15,1,4
"985",368,86.6,1,5,4,24
"986",369,69.2,2,6,3,16
"987",370,36.5,2,1,1,7
"988",371,83.7,1,22,4,20
"989",372,69.2,1,24,3,24
"990",373,78.5,2,18,4,28
"991",374,57.1,2,15,2,10
"992",376,38.9,2,13,1,15
"993",377,50.7,1,13,2,8
"994",380,37.3,2,28,1,4
"995",381,83.7,1,9,4,26
"996",382,51.9,2,2,2,16
"997",383,80.3,1,19,4,21
"998",384,35.1,1,11,1,5
"999",390,60.5,1,8,2,29
"1000",391,29.2,1,9,0,5
"1001",392,37.8,1,6,1,5
"1002",394,57.1,1,12,2,8
"1003",395,27.2,1,0,0,2
"1004",398,29.5,1,5,0,5
"1005",399,69.2,2,2,3,12
"1006",400,21.3,2,2,0,1
"1007",401,32,2,19,1,10
"1008",402,38.9,2,5,1,6
"1009",403,32.3,1,7,1,6
"1010",404,29.4,2,1,0,2
"1011",405,68.8,2,19,3,15
"1012",406,32.7,2,10,1,5
"1013",407,63.5,1,29,2,13
"1014",408,59,1,13,2,15
"1015",409,44.2,2,14,2,13
"1016",410,36.5,2,5,1,5
"1017",411,28.4,2,9,0,2
"1018",412,47.8545127651924,2,20,2,4
"1019",413,56.6,2,1,2,15
"1020",416,67,2,8,3,12
"1021",417,53.2,1,10,2,26
"1022",419,63.5,1,13,2,15
"1023",420,68.8,1,13,3,24
"1024",421,76.4,1,15,3,20
"1025",422,34.3,1,11,1,15
"1026",423,74.4,2,13,3,23
"1027",424,67,1,3,3,14
"1028",425,86.5,1,5,4,15
"1029",427,35.4,1,22,1,5
"1030",428,46.8,2,6,2,4
"1031",429,60.5,1,8,2,4
"1032",430,31.4,1,12,1,11
"1033",431,38.1,1,11,1,6
"1034",432,35.1,2,5,1,2
"1035",433,50.7,2,9,2,8
"1036",435,33.1,1,1,1,8
"1037",436,28.4,2,3,0,13
"1038",438,26.4,1,4,0,14
"1039",440,47.8545127651924,2,13,2,4
"1040",441,33.9,2,9,1,5
"1041",442,85.1,1,15,4,18
"1042",443,28.6,1,9,0,5
"1043",444,38.4,2,13,1,2
"1044",445,31.5,1,1,0,2
"1045",446,51.9,2,20,2,7
"1046",447,63.5,2,14,2,15
"1047",448,78.5,2,9,4,22
"1048",449,59.1,1,0,2,13
"1049",450,34.4,2,5,1,12
"1050",451,63.5,1,17,3,11
"1051",452,34.2,1,13,1,7
"1052",453,78.5,1,15,4,14
"1053",455,76.4,2,8,3,14
"1054",456,39.4,2,13,1,6
"1055",457,73.2,2,13,3,13
"1056",458,45.9,1,14,2,8
"1057",459,25.5,2,13,0,2
"1058",460,28.4,1,4,0,3
"1059",461,29.3,2,4,0,4
"1060",462,28.4,1,13,0,2
"1061",463,47.8545127651924,2,11,2,4
"1062",464,83.7,1,14,4,33
"1063",465,86.6,1,15,4,22
"1064",467,83.7,2,7,4,18
"1065",469,31.4,2,12,1,5
"1066",470,69.2,2,4,3,18
"1067",471,50.7,2,7,2,7
"1068",472,31.4,2,11,0,3
"1069",474,53.9,1,13,2,7
"1070",476,36.4,1,20,1,5
"1071",477,37.8,1,12,1,8
"1072",479,29.2,1,14,0,5
"1073",480,32.3,1,10,1,3
"1074",481,66.1,2,19,3,4
"1075",483,32.4,2,6,1,5
"1076",484,53.9,1,14,2,10
"1077",485,36.5,2,10,1,6
"1078",486,81.9,2,7,4,28
"1079",487,34.4,2,7,1,7
"1080",488,45.2,1,10,2,7
"1081",489,38.9,2,20,1,10
"1082",490,74.4,2,6,3,20
"1083",491,78.5,2,7,4,22
"1084",492,29,1,5,1,2
"1085",493,47.8545127651924,2,7,2,4
"1086",494,33.2,1,9,1,2
"1087",495,63.9,1,15,3,14
"1088",496,43.7,2,7,2,6
"1089",497,63.5,2,12,3,17
"1090",498,43.3,1,7,2,3
"1091",499,22.6,2,8,0,1
"1092",500,17.1,2,10,0,1
"1093",501,86.5,2,17,4,15
"1094",502,27.5,2,6,0,2
"1095",503,31.2,2,14,0,2
"1096",504,53.3,2,18,2,8
"1097",505,31.4,2,5,1,6
"1098",506,28.4,2,4,0,6
"1099",507,63.5,2,10,3,14
"1100",508,23.3,2,7,0,2
"1101",511,69.7,2,5,3,17
"1102",512,29.2,1,7,0,4
"1103",514,88.8,2,7,4,26
"1104",515,37.9,2,10,1,5
"1105",517,33.2,1,7,1,6
"1106",518,19.4,2,8,0,4
"1107",519,86.6,1,15,4,18
"1108",520,35.4,2,17,1,4
"1109",522,50.5,2,14,2,7
"1110",523,39.4,2,5,1,6
"1111",524,47.8545127651924,2,3,2,4
"1112",525,30.1,1,20,0,5
"1113",526,86.8,1,2,4,23
"1114",527,63.5,2,0,3,5
"1115",528,86.6,1,9,4,16
"1116",530,50.7,1,22,2,10
"1117",531,31.5,1,13,1,3
"1118",532,50.7,2,6,2,17
"1119",533,26.7,2,7,0,2
"1120",534,37.4,2,11,1,3
"1121",535,56.6,2,4,2,9
"1122",536,67,2,5,3,13
"1123",537,78.5,2,3,4,20
"1124",538,63.5,1,5,3,18
"1125",539,82.7,1,10,4,20
"1126",541,37.4,1,13,1,6
"1127",542,34.4,2,4,1,7
"1128",544,58.3,2,1,2,8
"1129",545,76.4,2,10,3,15
"1130",546,42.2,1,7,1,3
"1131",547,80.9,2,2,4,19
"1132",549,61.9,2,5,3,14
"1133",564,63.5,1,14,3,12
"1134",571,45.9,1,12,2,5
"1135",572,38.9,2,8,1,6
"1136",573,83.7,1,3,4,30
"1137",575,87.4,1,3,4,32
"1138",577,33.3,1,11,1,5
"1139",578,63.5,1,3,3,14
"1140",579,97.2,2,9,4,26
"1141",580,50.5,2,10,2,13
"1142",581,45.4,2,6,2,6
"1143",582,38.4,2,2,1,10
"1144",584,33.1,2,13,1,10
"1145",585,47.8545127651924,2,2,2,6
"1146",586,63.5,2,6,2,14
"1147",587,35.1,1,2,1,4
"1148",588,29.2,2,3,0,4
"1149",589,65.8,1,8,3,18
"1150",590,64.8,2,19,3,13
"1151",591,38.9,1,2,1,8
"1152",592,78.5,2,6,4,26
"1153",593,38.9,1,7,1,8
"1154",594,50.7,2,4,2,7
"1155",595,65.8,2,13,3,17
"1156",596,26.7,2,10,0,3
"1157",597,48.6,1,8,2,10
"1158",598,32.3,1,15,1,5
"1159",599,63.5,1,31,3,25
"1160",600,63.5,2,4,3,11
"1161",601,63.5,1,3,3,16
"1162",602,38.2,1,8,1,16
"1163",603,73.9,1,4,3,21
"1164",604,30.7,1,13,1,4
"1165",606,65.2,2,17,3,15
"1166",607,38.9,1,11,1,8
"1167",608,57.1,2,6,2,10
"1168",609,50.5,2,6,2,9
"1169",610,76.4,1,6,3,32
"1170",611,83.7,2,9,4,17
"1171",612,63.5,2,3,3,12
"1172",613,50.7,2,12,2,15
"1173",614,83.7,2,17,4,23
"1174",615,38.4,2,4,1,4
"1175",618,38.4,2,6,1,8
"1176",626,63.5,1,0,3,8
"1177",639,61.9,2,3,2,19
"1178",640,84,1,9,4,23
"1179",647,35.4,2,16,1,7
"1180",648,82.7,1,23,4,18
"1181",649,32.3,1,1,1,4
"1182",650,50.7,2,5,2,11
"1183",655,87.9,1,10,4,24
"1184",659,38.9,1,16,1,5
"1185",670,51,1,9,2,8
"1186",671,63.5,1,18,3,15
"1187",672,63.2,2,8,2,17
"1188",673,85.1,2,21,4,26
"1189",682,38.4,2,7,1,2
"1190",697,26.4,1,8,0,2
"1191",699,47.8545127651924,2,11,2,10
"1192",700,83.7,1,12,4,18
"1193",703,29.2,1,11,0,3
"1194",704,38.4,2,2,1,5
"1195",705,38.4,2,4,1,5
"1196",706,63.5,2,24,2,14
"1197",710,60.6,2,2,2,10
"1198",723,38,2,15,1,5
"1199",724,68.1,2,16,3,18
"1200",726,50.7,1,4,2,7
"1201",731,28.4,1,8,0,5
"1202",737,38.9,2,7,1,7
"1203",739,63.5,1,1,3,19
"1204",740,63.5,2,17,3,13
"1205",742,63.5,1,5,3,18
"1206",743,47.8545127651924,2,25,2,8
"1207",744,73.6,1,7,3,17
"1208",746,63.5,1,17,2,12
"1209",747,37.6,1,8,1,8
"1210",748,63.5,1,0,3,11
"1211",749,63.2,1,8,2,13
"1212",750,29,2,20,0,3
"1213",751,32.3,1,12,1,9
"1214",752,36.5,2,13,1,5
"1215",753,34.2,1,4,1,6
"1216",754,86.5,1,13,4,15
"1217",761,63.5,1,9,2,19
"1218",766,47.8545127651924,1,13,2,8
"1219",767,28.4,2,8,0,2
"1220",772,47.8545127651924,2,5,2,9
"1221",773,60.5,1,7,2,30
"1222",775,33.1,2,11,1,3
"1223",776,35.4,2,18,1,4
"1224",777,64.1,1,11,3,18
"1225",778,43.7,2,12,2,13
"1226",779,38.2,1,12,1,5
"1227",780,88.8,1,12,4,22
"1228",781,37.4,1,13,1,4
"1229",782,63.5,2,10,3,21
"1230",783,88.3,2,20,4,25
"1231",784,80,1,16,4,20
"1232",785,76.4,2,20,3,33
"1233",786,38.4,2,5,1,7
"1234",787,38.4,2,0,1,6
"1235",788,21.2,2,12,0,3
"1236",790,44.8,1,23,2,2
"1237",791,29,2,14,0,1
"1238",793,29.2,2,4,0,2
"1239",794,59.1,1,11,2,11
"1240",795,38.4,2,13,1,6
"1241",796,32.4,2,3,1,3
"1242",797,28.6,2,13,0,2
"1243",798,63.5,1,7,3,14
"1244",800,32.4,2,9,1,3
"1245",801,73.2,2,5,3,41
"1246",802,27.5,1,3,0,13
"1247",803,73.2,2,8,3,18
"1248",804,69.7,1,14,3,13
"1249",805,34.2,1,8,1,6
"1250",806,34.3,2,16,1,5
"1251",807,28.4,1,12,0,2
"1252",808,28.4,2,10,0,3
"1253",809,64.8,2,14,3,23
"1254",810,29.3,2,12,0,2
"1255",811,29.3,2,12,0,4
"1256",812,32.3,1,8,1,4
"1257",813,21.2,2,7,0,3
"1258",814,30.8,2,12,1,3
"1259",815,62.1,1,7,2,16
"1260",817,63.5,1,18,3,9
"1261",820,50.7,2,30,2,8
"1262",821,39,2,14,1,7
"1263",822,29,2,22,0,5
"1264",823,28.4,1,17,0,5
"1265",824,50.7,1,6,2,4
"1266",825,21.2,2,10,0,2
"1267",826,47.8545127651924,1,19,2,3
"1268",827,73.2,2,13,3,18
"1269",828,29.4,2,18,0,4
"1270",829,48.5,2,5,2,9
"1271",830,78.5,2,14,4,22
"1272",831,73.3,1,10,3,16
"1273",832,37.7,2,13,1,5
"1274",833,27.7,2,1,0,4
"1275",834,53.3,2,12,2,7
"1276",835,65.8,2,20,3,16
"1277",836,60.6,1,15,2,15
"1278",838,39,2,7,1,2
"1279",839,48.5,1,21,2,6
"1280",840,73.3,2,7,3,12
"1281",841,76.4,1,18,3,18
"1282",842,37.9,1,10,1,4
"1283",843,31.4,2,10,1,4
"1284",844,32.3,1,17,1,6
"1285",845,81,2,24,4,32
"1286",868,63.5,2,26,3,15
"1287",874,64.2,2,17,3,15
"1288",875,63.5,1,14,3,17
"1289",893,63.5,1,21,3,13
"1290",894,41.1,1,8,1,5
"1291",895,35.4,2,3,1,15
"1292",897,33.1,1,6,1,3
"1293",898,28.4,1,8,0,3
"1294",899,32.3,1,9,1,7
"1295",900,27.5,1,5,0,2
"1296",902,33.1,1,5,1,5
"1297",903,64.8,2,8,3,19
"1298",904,47.8545127651924,2,11,2,14
"1299",905,37.9,1,18,1,5
"1300",906,47.8545127651924,2,15,2,8
"1301",907,20.1,1,5,0,2
"1302",908,34.2,1,11,1,7
"1303",909,36.4,1,3,1,5
"1304",910,27.9,1,8,0,3
"1305",911,76.4,2,1,3,28
"1306",912,87.9,1,21,4,35
"1307",913,30.8,2,12,1,4
"1308",914,63.5,1,16,3,22
"1309",915,29.3,2,18,0,4
"1310",916,37.4,1,5,1,3
"1311",917,83.9,1,13,4,20
"1312",920,82.7,2,4,4,29
"1313",921,97.2,1,15,4,41
"1314",922,92.3,1,4,4,28
"1315",923,78.5,2,13,3,30
"1316",924,31.3,1,9,1,5
"1317",925,62.5,1,25,2,13
"1318",926,29.3,2,11,0,4
"1319",927,29.3,2,8,0,5
"1320",929,18.5,2,11,0,3
"1321",930,43.5,2,11,1,8
"1322",931,29.1,2,6,0,3
"1323",932,38.9,2,21,1,4
"1324",933,36.5,2,9,1,2
"1325",935,33.6,2,7,1,4
"1326",936,38,2,5,1,7
"1327",938,63.5,1,15,3,17
"1328",939,31.4,1,1,1,7
"1329",940,47.8545127651924,1,11,2,9
"1330",941,38.2,1,8,1,5
"1331",942,49.6,2,14,2,12
"1332",944,38.4,2,15,1,5
"1333",945,64.1,1,1,3,16
"1334",946,73.2,2,15,3,18
"1335",947,68.8,1,7,3,16
"1336",948,63.2,1,8,3,17
"1337",949,31.5,1,11,1,3
"1338",950,73.6,1,1,3,18
"1339",951,32.4,2,9,1,6
"1340",952,63.5,1,4,3,18
"1341",953,47.8545127651924,1,7,2,6
"1342",961,31.4,1,5,1,2
"1343",968,63.5,1,17,3,18
"1344",969,38.4,2,11,1,13
"1345",971,38.4,2,14,1,8
"1346",972,73.3,2,14,3,14
"1347",973,36.5,2,3,1,7
"1348",974,73.2,2,1,3,28
"1349",975,39.4,1,4,1,8
"1350",976,52.3,2,0,2,8
"1351",977,38.9,1,7,1,11
"1352",978,48.5,2,7,2,14
"1353",979,32.4,2,10,1,4
"1354",980,35.2,2,7,1,4
"1355",981,49.6,1,15,2,6
"1356",982,38.9,1,1,1,4
"1357",984,62.1,2,9,2,18
"1358",989,63.5,1,6,2,15
"1359",996,33.1,2,10,1,4
"1360",1006,65.8,2,2,3,18
"1361",1007,48.5,1,3,2,5
"1362",1008,27.7,1,13,0,5
"1363",1009,86.6,1,19,4,36
"1364",1012,56.6,2,19,2,17
"1365",1013,73.8,2,16,3,17
"1366",1032,62.5,2,2,2,13
"1367",1034,63.5,1,7,3,26
"1368",1035,62.1,1,1,2,17
"1369",1036,37.6,2,10,1,6
"1370",1037,29.3,2,7,0,5
"1371",1038,32.4,2,10,1,7
"1372",1039,29.3,1,11,0,9
"1373",1040,27.7,1,12,0,5
"1374",1041,78.5,2,10,3,18
"1375",1042,31.7,1,9,1,4
"1376",1043,86.6,1,11,4,38
"1377",1044,73.2,2,4,3,31
"1378",1046,32.4,2,7,1,5
"1379",1047,50.7,2,24,2,12
"1380",1048,28.6,1,3,0,5
"1381",1049,31.4,2,22,1,5
"1382",1050,63.5,1,1,2,16
"1383",1051,26.7,1,16,0,5
"1384",1053,66.1,2,22,3,13
"1385",1054,26.7,2,9,0,5
"1386",1055,33.1,2,5,1,6
"1387",1060,50.7,2,19,2,9
"1388",1075,21.2,2,7,0,2
"1389",1078,59.9,2,5,2,22
"1390",1110,32,1,6,1,4
"1391",1119,37.5,2,4,1,6
"1392",1121,31.5,1,6,1,3
"1393",1122,47.8545127651924,2,19,2,4
"1394",1123,29.2,2,16,0,4
"1395",1124,17.1,2,5,0,1
"1396",1125,29.3,2,5,0,4
"1397",1126,60.6,2,5,2,27
"1398",1128,36.5,2,9,1,14
"1399",1129,48.6,2,4,2,6
"1400",1130,29.8,2,0,0,5
"1401",1131,31.4,1,13,1,2
"1402",1132,63.5,1,10,2,18
"1403",1134,49.6,1,6,2,7
"1404",1135,45.4,1,9,2,8
"1405",1137,69.7,1,2,3,12
"1406",1138,38.4,2,16,1,6
"1407",1140,28.4,1,3,0,5
"1408",1141,37.7,2,9,1,3
"1409",1142,39,1,14,1,4
"1410",1143,87.9,1,7,4,13
"1411",1145,35.4,2,17,1,7
"1412",1147,45.3,1,15,2,14
"1413",1148,86.5,1,16,4,21
"1414",1149,38.9,2,13,1,5
"1415",1150,27.5,1,14,0,4
"1416",1151,43.7,2,10,2,18
"1417",1152,47.8545127651924,2,7,2,8
"1418",1153,22.5,2,10,0,4
"1419",1154,37.6,1,15,1,4
"1420",1155,31.5,1,10,1,2
"1421",1157,74.4,2,12,3,27
"1422",1158,50.5,2,14,2,8
"1423",1159,47.8545127651924,2,7,2,3
"1424",1160,32,1,8,1,4
"1425",1161,29.4,1,15,0,5
"1426",1162,29.4,1,10,0,4
"1427",1163,17.1,2,4,0,2
"1428",1164,59.1,1,8,2,4
"1429",1168,62.5,2,17,2,31
"1430",1169,25.2,2,4,0,5
"1431",1170,29.2,2,9,0,5
"1432",1171,47.8545127651924,2,7,2,4
"1433",1172,38.4,2,12,1,4
"1434",1173,78.5,2,13,4,19
"1435",1174,53.3,2,3,2,13
"1436",1175,63.5,2,8,3,19
"1437",1176,86.5,1,3,4,13
"1438",1178,31.1,2,9,1,4
"1439",1179,43.4,1,16,1,7
"1440",1181,27.9,2,9,0,2
"1441",1182,38,2,10,1,5
"1442",1189,37.1,1,15,1,6
"1443",1190,27.7,2,4,0,5
"1444",1195,50.7,1,3,2,5
"1445",1196,29.3,2,23,0,2
"1446",1197,73.2,2,8,3,15
"1447",1199,35.1,1,15,1,2
"1448",1200,34.3,1,1,1,3
"1449",1202,78.5,2,7,4,15
"1450",1204,38.4,2,16,1,8
"1451",1207,62.2,2,8,2,17
"1452",1221,37.9,2,18,1,6
"1453",1223,36.5,1,3,1,4
"1454",1249,29.1,2,14,0,6
"1455",1250,69.7,1,12,3,18
"1456",1269,80.3,2,6,4,30
"1457",1270,38,2,2,1,9
"1458",1271,69.2,2,7,3,23
"1459",1272,53.3,2,16,2,19
"1460",1273,65.8,1,6,3,12
"1461",1274,84.7,2,7,4,26
"1462",1275,81,1,29,4,12
"1463",1276,26.4,2,18,0,4
"1464",1277,82.7,2,10,4,32
"1465",1278,63.5,2,0,3,14
"1466",1279,64.2,1,10,3,26
"1467",1280,63.5,1,6,3,20
"1468",1281,63.2,1,16,2,17
"1469",1283,85.8,2,6,4,19
"1470",1284,57.1,2,5,2,12
"1471",1285,33.3,1,11,1,5
"1472",1287,33.1,2,17,1,2
"1473",1290,73.3,1,3,3,23
"1474",1299,29.4,1,13,0,2
"1475",1301,36.5,1,10,1,5
"1476",1302,29,1,11,0,5
"1477",1303,31.3,1,3,1,5
"1478",1304,38,2,13,1,7
"1479",1305,37.3,1,15,1,5
"1480",1306,38.2,1,3,1,6
"1481",1307,34.6,2,8,1,4
"1482",1308,26.6,1,15,0,4
"1483",1310,48.5,1,11,2,3
"1484",1311,33.6,1,7,1,4
"1485",1313,34.6,2,14,1,6
"1486",1314,35.7,1,13,1,5
"1487",1315,37.9,1,7,1,17
"1488",1316,38,2,15,1,8
"1489",1317,63.5,2,1,2,20
"1490",1318,29.8,2,4,0,5
"1491",1319,38.4,2,14,1,6
"1492",1320,28.4,2,10,0,2
"1493",1321,26.4,2,11,0,5
"1494",1322,28.4,2,7,0,2
"1495",1323,29.5,1,5,1,2
"1496",1324,28.4,1,10,0,3
"1497",1325,63.5,2,2,2,16
"1498",1326,38.9,1,28,1,6
"1499",1327,47.8545127651924,2,3,2,3
"1500",1328,34.2,1,10,1,4
"1501",1329,26.4,2,11,0,5
"1502",1332,26.7,2,17,0,4
"1503",1334,34.2,1,12,1,4
"1504",1335,37.3,1,20,1,9
"1505",1336,53.9,2,20,2,8
"1506",1337,54.9,1,18,2,10
"1507",1338,63.5,1,19,2,15
"1508",1339,69.7,1,19,3,17
"1509",1341,63.2,1,16,3,19
"1510",1342,35.4,1,2,1,2
"1511",1343,54.2,1,20,2,11
"1512",1344,56.5,1,6,2,12
"1513",1345,37.3,1,12,1,3
"1514",1346,45.8,1,4,2,6
"1515",1347,32.1,1,13,1,2
"1516",1348,37.7,2,11,1,5
"1517",1349,37.4,1,14,1,3
"1518",1351,78.5,2,2,3,21
"1519",1353,73.8,1,5,3,16
"1520",1354,38.4,2,11,1,8
"1521",1355,38.4,2,16,1,4
"1522",1356,37.8,1,21,1,5
"1523",1357,53.9,1,9,2,20
"1524",1358,85.1,1,16,4,20
"1525",1359,88.3,1,17,4,19
"1526",1361,85.1,1,5,4,25
"1527",1362,80.9,2,2,4,30
"1528",1363,64.1,1,22,3,10
"1529",1364,62.5,2,20,3,17
"1530",1365,71.6,2,4,3,26
"1531",1366,37.4,2,6,1,8
"1532",1367,82.7,2,14,4,22
"1533",1368,59.3,1,0,2,25
"1534",1369,85.1,1,7,4,17
"1535",1370,32.4,2,12,1,10
"1536",1371,38.4,2,2,1,7
"1537",1376,45.3,1,6,2,5
"1538",1379,32.3,1,0,1,4
"1539",1383,44.2,2,9,2,6
"1540",1386,85.1,2,20,4,23
"1541",1389,47.8545127651924,1,9,2,14
"1542",1390,36.7,2,4,1,5
"1543",1392,64.8,2,3,3,15
"1544",1393,32.4,1,16,1,3
"1545",1394,41.6,2,15,1,5
"1546",1395,33.6,1,6,1,6
"1547",1396,78.5,2,21,3,24
"1548",1397,29.2,1,2,0,11
"1549",1398,49.6,1,20,2,7
"1550",1399,28.6,1,8,0,3
"1551",1400,39.4,1,13,1,6
"1552",1401,70,1,13,3,14
