childs;degree;educ;sei;divorce
0;4;18;38;0
1;1;12;32;0
0;1;12;42,7;0
1;0;12;27,5;0
1;1;12;37,1;0
 ;1;12;27,7;0
1;1;12;31,2;1
1; ;11;29,3;0
1;1;12;33,1;0
1;0;11;33,9;0
1;1;12;50,7;0
1;0;11;29,3;1
1;3;15;73,2;0
0;0;11;29,5;1
1;0;11;35,1;0
0;1;12;34,3;0
1;1;15;48,9;1
0;3;17;78,5;0
1;1;12;33,6;0
1;1;12;38,4;0
1;4;17;73,3;0
0;1;13;52,3;1
1;1;14;62,2;1
1;1;14;45,3;1
0;1;12;39,4;1
0;1;12;37,6;1
1;1;12;43,7;0
1;0;8;39,4;1
1;1;12;21,2;0
1;1;10;29,8;1
1;1;14;37,1;1
1;1;14;17,1;1
1;0;6;27,7;0
1;3;16;69,2;1
1;1;12;62,1;1
1;1;13;33,1;0
1;1;12;37,9;0
1;1;12;35,4;0
1;1;15;36,5;0
1;4;18;73,2;0
1;1;14;28,6;1
0;1;13;33;1
1;0;9;27,5;1
1;1;13;45,8;0
1;1;12;29,3;1
1;0;11;28,4;0
1;3;17;36,5;0
1;1;13;51,9;0
1;0;8; ;1
1;1;14;31,4;1
0;1;11;38,4;1
1;0;11;33,3;1
1;3;16;74,9;0
1;3;16;64,2;0
1;1;12;36,5;0
1;1;13;37,7;0
1;1;12;33,1;1
1;1;13;35,7;1
1;1;13;33,9;1
1;1;12;64,1;0
1;0;12;37,9;0
1;0;11;27,2;0
1;1;12;48,5;0
1;1;12;31,5;1
1;1;12;29,1;0
0;3;19;69,7;0
1;1;12;28,6;1
1;1;12;37,6;0
1;1;12;29,4;0
1;3;16;63,5;0
1;1;15;71,6;0
0;3;17;80,9;1
1;1;12;26,7;0
1;1;13;32,4;0
1;1;14;26,7;1
1;3;15;73,2;0
1;1;12;33,6;0
0;1;12;63,5;1
1;1;12;22,7;0
1;0;11;32,4;1
1;0;9;22,7;0
0;1;12;33,6;1
1;1;12;78;0
1;1;12;26,4;1
1;4;18;80,3;1
1;1;13;38;0
1;4;18;69,2;1
1;4;17;53,3;0
0;1;12;65,8;0
1;3;16;84,7;1
1;1;14;81;0
1;1;12;26,4;1
0;2;15;82,7;1
1;1;14;63,5;1
1;2;18;64,2;0
1;4;20;63,5;0
1;1;12;63,2;1
1;3;16;51;0
0;3;19;85,8;1
0;3;16;57,1;1
1;1;12;33,3;0
1;4;18;33,1;1
1;0;11;33,1;1
1;4;20;92,3;1
1;3;17;63,2;0
1;3;16;73,3;0
1;2;14;36,9;1
0;0;11;29,2;1
1;0;9; ;0
1;3;17;63,5;1
1;1;12; ;1
0;1;12;32,3;1
1;3;16;67;1
1;2;14;38,4;0
1;0;11;29,4;1
1;3;16;73,2;1
1;1;12;36,5;0
0; ;11;29;0
 ;1;12;31,3;1
1;1;13;38;0
0;1;12;37,3;0
0;1;15;38,2;1
1;1;12;34,6;0
1;1;13;26,6;0
1;1;12;30,1;0
1;0;8;48,5;0
1;1;13;33,6;0
1;1;12;29,2;0
1;1;13;34,6;1
1;1;12;35,7;0
0;2;14;37,9;1
1;3;16;38;0
1;1;13;63,5;0
1;1;12;29,8;0
1;1;13;38,4;1
1;0;7;28,4;1
1;1;12;26,4;0
1;0;12;28,4;0
0;1;12;29,5;1
1;0;11;28,4;0
1;2;14;63,5;0
1;1;12;38,9;1
0;0;10; ;1
1;1;12;34,2;0
1;1;12;26,4;0
1;1;12;29,2;0
0;1;12;39;0
0;1;12;26,7;0
1;0;10;32,7;1
0;1;12;34,2;0
1;3;16;37,3;0
1;1;12;53,9;0
1;1;14;54,9;0
1;1;13;63,5;0
1;3;16;69,7;0
1;1;12;30,7;1
1;4;18;63,2;0
1;0;10;35,4;0
1;3;16;54,2;0
0;1;15;56,5;0
1;1;12;37,3;0
0;1;12;45,8;1
0;0;8;32,1;0
1;1;12;37,7;0
1;0;3;37,4;1
1;1;12;33,1;0
1;3;16;78,5;0
1;3;16;76,4;0
0;3;20;73,8;0
0;3;16;38,4;0
0;1;15;38,4;0
0;1;12;37,8;1
1;2;18;53,9;1
0;4;20;85,1;0
1;4;20;88,3;0
1;4;17;71,6;0
1;4;19;85,1;1
1;4;17;80,9;0
1;3;16;64,1;0
1;3;16;62,5;1
1;4;18;71,6;0
1;3;16;37,4;0
1;4;20;82,7;1
0;4;18;59,3;1
0;3;19;85,1;0
0;2;15;32,4;1
1;1;15;38,4;0
1;1;14;29,3;0
1;1;12;29;1
1;0;10;37;0
1;1;13;33,1;1
1;1;12;45,3;1
0;3;16;63,2;0
1;1;12;37,7;0
1;1;13;32,3;0
1;4;19;92,3;0
1;1;12;34,3;0
1;2;15;74,4;0
1;1;12;44,2;0
1;0;5;28,6;0
1;1;12;56,6;1
1;1;15;85,1;1
1;2;16;73,2;0
1;3;16;63,5;1
0;3;18; ;0
0;1;18;36,7;0
1;2;15;74,1;0
0;1;15;64,8;1
0;1;13;32,4;0
1;1;15;41,6;0
1;3;16;33,6;0
1;4;19;78,5;0
1;2;14;29,2;1
1;1;14;49,6;0
1;1;12;28,6;1
1;1;12;39,4;0
0;1;12;70;0
 ;1;13;62,2;0
1;1;13;38,1;1
1;1;12;49,6;0
1;2;15;87;0
0;4;20;73,9;0
1;1;17;48,6;0
1;1;15;80,3;0
1;3;18;78,5;0
1;4;20;73,9;0
1;1;12;28,4;0
1;0;8;33,1;0
1;1;11;30,8;1
1;1;13;33,1;1
1;1;12;60,6;0
1;4;20;92,9;0
1;4;20;92,3;0
1;1;14;38,4;0
1;1;12;63,5;0
1;3;16;63,5;1
1;3;17;63,5;0
1;1;12;50,5;0
1;3;16;28,4;0
1;2;14;54,2;0
0;3;16;50,5;0
1;1;16;42,2;0
1;1;12;63,5;1
1;0;6;29,2;1
1;3;16;63,2;1
1;1;14;63,5;0
1;1;12;32,4;0
1;1;14;36,5;0
0;1;12;33,6;1
1;2;16;33,1;0
1;0;10;26,7;0
1;1;12;37,3;1
1;1;11;26,4;0
1;1;12;39,4;0
1;1;12;29,2;0
1;1;15;78;0
0;1;12;53,3;0
0;3;16;28,4;1
1;1;12;31,4;0
 ;1;12;29,3;1
1;1;14;54,7;0
1;1;11; ;0
1;1;13;62,5;0
1;1;12;28,6;1
1;4;20;78,5;1
1;1;15;64,8;0
1;1;16;83,7;1
1;1;12;53,9;1
1;1;12;63,5;0
1;4;18;63,5;1
1;1;12;63,5;0
1;1;12;38,4;0
1;1;12;48,9;0
0;1;13;32,3;0
0;0;9;28,4;1
1;4;18;78,5;0
0;1;11;21,1;0
1;1;12;21,2;0
1;2;14;64,4;1
0;1;13;63,2;1
1;3;16;61,9;0
1;1;13;26,4;1
0;3;16;67;0
1;3;17;63,5;1
1;1;13;64,8;0
0;4;18;55,1;0
1;1;14;26,4;0
0;1;16;37,9;0
0;1;17;29;0
0;3;16;37,4;0
0;1;12;29,2;1
1;1;13;33,6;1
0;4;20;79,9;1
1;1; ;32,4;1
1;3;16;69,2;0
0;3;17;55,1;0
0;1;12; ;0
1;1;14;37,7;1
1;1;12;37,9;1
1;1;13;50,5;0
1;2;16;63,5;0
1;1;13;29,4;1
1;1;12;29,6;0
1;2;14;48,5;0
0;0;8;33,9;0
0;0;9;34,3;1
1;1;12;29,4;0
1;0;10;25,8;0
1;1;12;32,4;1
1;1;12;32,3;0
1;1;13;38,4;1
1;1;12;48,5;0
0;1;9;26,3;0
 ;0;12;44,7;0
0;1;12;46,7;1
0;3;16;39;1
1;0;4; ;0
1;4;18;44,3;0
1;0; ;17,6;0
0;1;11;50,7;0
0;1;12;33,1;0
0;2;17;80,3;1
1;1;12;36,9;1
1;1;11;17,1;1
1;1;14;56,6;0
1;1;12;31,3;0
0;1;12;28,4;1
1;1;11;63,5;0
1;1;16;29,4;1
1;0;7;31,9;1
1;3;16;78,5;0
0;1;12;44,7;0
1;1;12;38;0
1;1;13;66,1;0
0;1;13;63,5;0
1;1;14;63,5;0
1;3;17;71,6;1
1;1;13;43,7;0
0;3;16;73,6;0
1;4;18;74,4;0
0;1;14;34,3;1
0;1;15;32,3;0
1;1;12;32;0
0;1;15;48,6;0
1;4;17;51;0
1;1;12;48,5;1
1;3;16;65,8;0
1;1;12;38,4;0
1;1;12;69,7;0
1;1;12;34,2;1
1;1;12;69,2;1
1;1;12;42,4;0
1;0;9;36,5;0
0;3;16;63,5;0
1;0;6;73,9;1
0;0; ;30,1;0
1;1;12;61,9;1
1;1;12;45,9;0
0;0;8;63,5;0
1;4;20;97,2;0
0;1;18;45,4;1
1;0;11;53,7;0
1;3;16;53,7;0
 ;1;13;65,8;1
0;1;14;63,5;1
1;3;16;53,7;0
 ;1;10;26,4;0
1;0;10;63,2;0
1;0;10;31,5;1
0;0;8;26,7;0
1;1;15;38;0
0;1;14;31,5;0
0;1;14;63,5;0
1;1;14;38;0
1;0;9;35,1;0
1;0;9;24,8;1
1;1;14;50,7;1
1;1;12; ;0
0;1;13;31,5;0
0;2;14;38,4;0
1;1;12;63,5;0
1;3;13;56,6;0
1;2;14;36,5;1
0;1;16;37,7;1
0;3;19;73,2;0
1;1;14;38,4;0
0;1;15;38,9;1
1;0;7;20,1;0
1;0;11;20,1;1
1;3;16;46,3;0
1;0;12;26,5;1
1;1;12;25,2;0
1;1;14;49,4;0
0;1;13;38,4;0
1;1;13;38,1;1
1;0;9;31,5;0
1;2;13;48,5;0
1;1;14;29,2;0
1;1;12;57,1;1
1;3;16;63,5;0
1;4;18;63,5;0
1;4;20;87;1
1;3;17;63,5;0
1;3;18;59;0
1;1;14;49,6;0
0;1;12;63,5;1
0;3;17;63,5;0
1;1;20;63,5;0
1;1;13; ;1
1;3;16;90;1
1;3;16;78,5;1
0;1;15;76,4;0
0;1;12;33,6;0
1;1;12;50,7;0
0;1;12;26,4;0
1;1;13;29,8;0
1;1;12;33,1;1
0;1;14;86;0
1;2;13;50,5;1
1;3;17;74,4;0
1;1;12;29,2;0
1;1;12;37,4;0
1;2;14;43,6;0
1;1;12;46,7;0
1;0;12;38,9;0
1;1;13;38,4;0
1;0;11;43,4;0
0;2;16;30,1;1
1;1;10;26,7;1
1;0;9;30;0
1;1;14;61,4;0
0;3;16;31,4;1
1;1;12;36,9;0
1;4;20;97,2;0
1;1;14;38,4;0
0;1;14;32,3;0
0;1;13;48,9;0
1;3;16;74,9;1
1;1;14;56,5;0
1;3;16;69,2;0
0;1;14;38;1
1;1;14;38;0
1;4;20;97,2;0
1;1;12;37,3;0
0;1;12;38,4;0
1;1;14;50,7;1
0;3;16;63,5;0
1;2;15;74,4;1
1;0;12;26,7;1
1;2;14;63,5;1
1;1;13;66,3;1
0;4;17;63,5;1
1;1;12;35,1;1
0;2;14;53,3;0
0;1;16;84,7;0
0;3;16;65,8;1
1;1;12;68,1;1
1;1;15;40;0
0;4;19;92,3;1
0;3;16;50,7;1
0;3;16;84,7;1
0;3;16;63,5;0
0;4;18;62,5;0
1;3;16;78,5;0
1;1;12;45,8;0
0;4;18;62,5;0
0;2;14;65,2;0
1;0;9;45,4;0
0;1;15;63,5;0
1;1;12;39,4;0
1;0;10;27,5;1
1;1;14;37,6;0
1;1;16;33,9;0
1;1;14;74,4;1
1;1;13;54,7;1
1;3;16;63,5;1
1;1;13;37,6;1
1;0;10;27,5;1
1;0;9;62,1;0
1;4;18;80,3;0
1;4;18;64,4;0
1;0;13;38,1;1
1;0;11;25,2;1
1;3;16;83,7;1
1;1;15;63,2;0
1;1;11;80,3;0
1;3;16;78,5;0
1;1;16;22,5;0
0;1;12;39;0
1;1;12;37,7;0
0;3;18;38,4;1
1;1;14;28,4;1
1;1;14;63,2;0
1;1;14;31,5;0
1;1;12;29,3;0
1;0;10;21,2;1
1;0;8;22,5;0
1;1;13;31,5;0
1;1;13;34,6;0
1;0;13; ;1
1;1;13;78,5;0
1;1;11;28,4;0
1;4;16;69,2;1
1;0;11; ;0
1;1;12;36,5;1
1;1;13;51,9;0
1;0;9;33,1;1
0;0;10;33,6;0
0;3;17;63,2;0
0;1;14;35,4;0
0;0;11;33,2;0
1;1;12;63,5;1
1;0;12;29,4;0
1;1;14;43,7;1
0;1;13;86,5;1
1;0;7;27,5;0
1;0;11;29,8;0
1;1;12;37,7;0
1;1;13;22,5;0
0;0;9; ;1
1;2;13;26,4;0
1;1;12;37,3;0
0;1;12;50,7;0
1;1;13;29,3;1
1;2;14;31,5;1
1;1;14;62,1;1
1;2;15;73,2;1
1;1;14;36,9;0
1;1;14;53,3;0
0;2;14;63,5;0
0;1;13;50,7;0
1;1;14;73,3;0
1;1;12;63,5;0
1;1;13;40,2;0
1;1;12;45,3;0
1;0;6; ;1
1;1;12;63,5;0
1;1;13;38;1
1;1;12;50,7;0
0;0;5;29;1
1;1;12;44,7;1
0;1;13;53,4;0
1;1;12;74,4;1
1;0;8;29,2;0
0;2;14;69,7;0
0;1;12;29,3;1
1;1;12;37,3;1
0;1;12;28,6;1
1;0;8;53,4;0
1;0;8;44,7;1
1;1;12;52,3;0
0;1;13;83,7;0
1;0;9;33,1;0
1;0;9;36,5;0
0;3;16;73,6;0
0;3;16;73,7;0
1;1;12;53,7;0
1;1;12;68,1;1
0;3;17;62,5;0
1;1;14;74,4;1
1;1;13;83,7;0
1;1;13; ;1
1;1;12;39,4;1
1;1;14;61,9;1
1;1;12;32,3;1
1;0;10;63,5;0
1;1;12;38,1;1
1;0;8;61,1;0
1;1;12;29,2;1
1;1;12;28,4;1
0;1;13;38,1;1
0;0;10;33,2;0
0;1;12;50,7;1
1;1;13;29,5;0
0;1;14;38,4;0
1;0;10;39;1
0;1;14;29,2;0
0;2;14;61,4;0
0;1; ;32,4;0
1;1;13;54,9;1
1;1;12;40;1
0;1;12;38,9;1
1;1;12;38,9;1
0;3;16;76,4;0
1;3;16;65,8;0
1;1;12;38;1
1;4;18;80,3;0
0;3;16;87,9;0
1;1;12;48,5;0
1;1;15;61,9;1
1;1;15;25,8;0
1;3;16;73,6;0
0;1;13;32,7;0
0;4;18;48,5;1
0;3;16;51;1
1;1;12;27,5;0
1;1;12;39,5;1
1;2;14;27,5;0
0;4;18;64,4;1
0;3;16;56,5;1
0;1;15;67;1
1;1;12;37,3;0
1;1;12;29,3;1
1;1;12;22,9;0
1;1;13; ;0
1;0;7;31,5;1
1;2;15;64,1;1
1;1;12;36,4;0
1;1;13;29,3;0
1;0;12;34,2;0
1;0;11;32,7;0
1;1;14;33,1;1
1;0;10;22,5;1
1;1;13; ;0
1;0;11; ;0
1;1;13;30,7;0
1;1;12;27,5;0
1;1;12;28,6;0
1;3;16;74,4;1
1;0;8;32;1
1;1;13;51;0
1;1;12;31,5;1
1;1;12;48,5;1
0;1;12;34,2;0
1;1;13;48,5;0
0;1;12;29,2;0
1;4;18;80,3;0
0;1;12;38,9;0
1;1;15;29,2;1
1;1;12;29,2;1
1;1;12;27,7;1
0;0;11;36,5;0
1;1;12;31,5;0
1;1;12;37,3;1
1;0;11;17,6;1
1;1;12;38,4;1
1;1;12;37,3;0
0;3;16;57,1;1
0;4;19;66,1;0
1;4;18;28,6;1
1;1;14;43,7;1
1;0;8;43,7;0
1;1;13;36,5;0
0;3;18;78,5;1
0;1;12;32,3;0
1;1;12;38,4;0
1;1;14;38,4;0
1;1;12;33,1;0
1;3;16;80,3;0
0;1;15;43,7;0
1;1;14;48,9;1
0;1;12;53,9;0
1;4;18;96;0
0;1;12;27,5;1
1;2;15;48,5;0
1;0;8;48,9;1
1;1;12;38,4;0
1;4;18;74,4;0
0;2;14;38,4;1
1;1;12;37,3;0
1;1;15;62,5;0
1;1;11;50,7;0
1;1;12;28,4;1
1;1;12;36,5;0
1;3;16;97,2;0
1;1;12;43,7;0
1;2;15;36,5;0
0;1;15;73,2;1
1;2;16;73,2;0
1;1;13;37,7;1
1;1;12;63,5;0
1;1;12;63,5;0
1;1;12;36,5;0
1;1;10;64,1;1
1;4;18;55,1;1
1;1;15;31,5;1
1;0;11;36,5;1
0;1;9;63,5;0
1;1;12;63,5;0
1;1;12;32,3;1
1;0;9;21,2;0
1;1;12;37,6;0
1;1;12;28,4;0
1;0;9;29,1;1
1;0;11; ;0
1;0;9;30,2;0
0;1;10;31,5;1
0;1;12;35,4;0
1;1;12;80,9;0
1;1;14;63,5;1
1;1;13;37,7;1
1;3;16;78,5;0
1;1;12;33,1;0
1;1;12;32,7;0
1;1;12;37,9;0
1;1;14;28,6;0
1;1;12;29,8;0
1;0;11;37,3;1
1;0;11;33,1;0
1;1;14;37,3;0
1;1;12;43,7;0
0;1;15; ;0
1;1;12;27,7;0
1;1;12; ;0
0;1;15;38,4;0
1;0;11;63,5;0
1;0;9;29,3;0
1;1;12; ;0
1;1;16;63,5;1
1;1;11;36,5;1
1;3;16;38,9;0
1;4;20;62,1;1
1;3;16;88,8;0
1;1;12;29;1
1;1;11;69,2;1
1;4;17; ;0
0;1;12;29,2;0
0;1;12;29,2;0
1;1;14;38,4;0
1;0;10;32,3;1
1;1;14;38,9;1
0;1;12;38,9;0
1;0;0;38,4;1
1;0;11;22,5;1
1;0;8;29,1;0
1;0;10;28,4;1
1;2;14;38,9;0
1;1;12;28,6;1
1;0;7;43,7;1
0;1;12;38,9;0
0;3;17;63,5;0
1;3;17;78,5;0
1;0;11; ;1
0;1;12;31,4;1
1;1;16;73,8;1
0;1;12;38,9;1
1;1;12;66,1;0
1;0;11;63,5;0
1;3;19;28,6;0
1;0;10;63,2;1
0;3;20;57,1;1
0;3;16;63,5;1
0;1;15;32,4;1
1;1;12;29,2;1
1;2;16;74,9;1
0;2;14;73,2;1
0;3;19;30,8;0
1;4;18;80,9;0
1;1;12;43,7;0
0;3;16;53,3;1
1;1;14;83,7;1
1;1;14;28,6;1
1;3;16;38;0
1;1;14;39,4;1
0;1;12;66,1;0
1;1;12;61,9;0
1;3;16;63,2;0
1;1;13;38,4;0
0;3;16;97,2;1
0;1;13;38,9;0
1;1;14;38,4;0
1;3;19;50,7;0
0;1;14;29,2;1
1;0;11;33,1;0
1;0;11;38,9;0
0;1;16;36,5;1
0;1;10;30,1;1
0;4;20;80,3;0
0;1;13;38,4;0
0;1;14; ;1
1;2;14;64,8;0
1;1;16; ;1
0;1;13;33,1;0
0;1;15;38,4;1
0;4;18;53,1;0
0;0;8;31,5;0
0;1;13;35,1;0
0;3;16;53,3;0
0;1;14;29,3;1
1;1;14;38,4;0
0;1;15; ;0
0;1;14;38,4;0
0;1;15;35,4;1
0;1;11;34,4;1
1;1;19;29,2;0
1;1;11;36,5;1
1;0;11;29,5;0
1;0;12;31,5;0
1;1;13;38,9;1
1;1;12;74;1
1;0;10;33,1;0
1;1;12; ;0
1;2;14;43,7;1
1;1;12;27,5;0
1;1;12;56,6;0
1;2;15;43,7;0
1;1;13;37,2;1
0;1;12;50,7;0
1;1;12;43,7;1
1;2;15;38,4;1
1;1;12;29,8;0
1;0;9;30,8;0
1;0;7;29,2;0
1;1;12;48,5;0
1;1;13;41,6;0
1;2;14;50,7;0
1;1;12;38,4;0
0;4;19;73,3;1
1;1;14;35,1;1
1;3;16;66,1;0
0;4;18;78;0
1;3;17;78,5;0
0;1;12;53,9;0
1;4;20;76,5;0
1;4;18;80,3;0
0;1;15;38,4;0
1; ;11;36,5;1
1;1;15;62;0
1;1;12;36,5;0
1;1;12;48,5;0
0;3;16;61,9;0
1;1;13;27,7;0
1;2;18;31,5;1
1;0;13;34,8;1
1;1;12;38,4;1
0;1;14;38,4;0
1;1;10;50,7;1
1;0;8;33,1;1
0;1;14;44,3;0
0;3;16;53,3;0
1;1;14;73,2;0
1;1;12; ;0
1;3;17;78,5;0
1;1;14;73,2;0
1;1;12;38,9;0
1;1;12;63,5;0
1;3;16;80,3;0
1;1;13;38,2;0
1;4;17;78,5;0
0;3;17;32,4;1
0;1;12;26,6;0
1;3;16;36,5;1
0;1;13;58,3;0
1;4;20;63,5;1
0;3;16;60,6;1
0;1;13;26,7;0
0;3;17;59;1
0;3;16;63,5;1
0;1;12; ;1
1;1;12;63,5;1
1;1;12;70,5;0
1;1;12;69,2;0
1;1;12;54,2;0
1;0;11;63,5;0
1;0;0;21,1;0
0;1;13;33,1;1
1;1;12;38,4;0
1;1;10;38;1
0;1;15;38,4;1
0;3;16;73,8;1
0;1;16;52,3;0
1;1;14;87,9;1
0;4;20;73,8;1
0;3;17;63,2;0
1;3;16;88,2;0
1;1;12;29;0
1;4;20;78,5;0
1;4;20;68,1;1
0;2;15;39,4;0
1;0;11;53,7;0
1;1;13;53,7;1
0;1;13;37,7;1
0;3;17;63,5;0
0;1;15;38,9;0
0;1;12;42,5;1
1;1;12;29,3;1
1;1;10;52,5;1
1;1;13;29,3;0
0;1;13;59;1
1;1;12;30,7;1
1;1;13;72,5;0
1;1;14;48,6;1
0;1;12;50,7;0
1;1;12;63,5;0
0;1;12;63,5;0
1;1;15;38,1;0
1;3;16;59,9;0
1;1;13;76,4;1
1;2;14;37,7;1
0;3;18;53,5;1
1;1;14;68,1;1
1;1;17;68,1;0
1;4;18;69,7;0
1;3;16;78,5;1
0;1;12;31,5;0
0;0;8;38;0
1;1;14;27,5;0
1;0;12;38;1
1;1;10;22,5;0
1;4;18;82,7;0
0;1;13;33,3;0
0;4;20;78,5;0
1;1;14;46,8;1
0;3;16;64,2;1
0;4;19;67;0
1;1;13;53,3;1
1;3;18;63,5;0
1;3;16;84;0
1;4;18;82,7;1
0;1;12;76,3;1
0;4;19;93,3;1
0;3;16;73,3;1
1;4;18;86,6;0
1;3;20;92,3;0
1;1;11;28,6;0
0;1;12;53,7;1
0;2;14;59,9;0
1;1;13;29,8;1
1;1;13;26,4;0
1;2;17;32,4;1
1;1;12;61,9;0
1;3;16;80,3;0
0;2;15;39;0
1;0;7;50,7;1
0;1;12;32,3;0
1;4;20;80,9;1
1;1;12;44,7;0
0;1;14;27,5;0
0;4;20;63,5;0
1;3;16;34,3;1
1;4;18;62,5;0
1;0;8;27,3;1
1;1;12;26,7;0
0;1;13;26,4;0
0;1;13;63,5;1
1;1;12;64,1;0
1;2;18;86,9;0
1;2;14;47;0
0;2;14;53,7;0
0;1;12;63,5;0
1;2;14;62,5;0
0;3;18;58,1;1
1;1;14;38;0
0;3;16;63,5;0
1;3;16;76,3;0
0;1;13;73,8;0
0;1;15;74,9;1
0;1;12;62,2;0
1;1;12;32,8;0
1;1;13;63,5;0
1;1;12;38,9;0
1;1;12;38,4;0
1;1;15;97,2;1
1;1;14;62,1;0
0;1;12;63,5;1
0;3;16;43,4;0
1;1;13;50,7;0
0;1;14;37,3;0
1;1;14;36,5;1
1;1;10;50,5;1
0;1;12;56,5;1
1;1;12;31,5;1
1;1;13;43,7;0
1;1;13;52,5;0
1;1;13;63,5;0
1;1;11;28,6;0
0;1;12;38,4;0
1;3;18;38;0
1;4;19;78,5;0
1;0;8;39;1
1;1;12;80,3;0
0;1;12;35,4;1
1;0;10;50,7;0
1;1;13;26,7;0
0;0;12; ;0
1;1;15;29,2;0
1;1;12;24,8;1
1;1;12;33,1;1
0;1;12;21,2;0
0;4;20;97,2;1
0;1;14;72,5;1
1;1;12;38,4;0
0;1;13;29,4;0
0;2;15;36,5;0
1;1;12;31,4;0
0;1;12;38,9;1
1;1;11;48,5;1
1;3;16;50,7;0
0;1;13;67;1
1;2;14;29,5;0
1;1;14;29,3;0
1;0;9;31,4;0
1;1;12;26,7;0
1;1;13;31,5;0
1;0;12;38,1;0
1;1;12;25,3;0
1;2;15;78,5;1
1;1;13;53,7;0
0;1;17;29,3;1
1;1;12;29,2;1
1;0;11;33,1;0
1;1;12;27,7;1
1;1;14;29,3;0
0;1;16;33,1;1
1;2;14;33,1;0
1;4;18;86,6;0
1;2;14;87,9;1
1;4;20;86,6;0
0;3;16;73,2;1
0;4;18;93,3;1
0;1;12;27,5;1
1;1;15;29,3;1
1;4;18;83,7;0
1;1;12;76,4;0
1;1;12;38,4;0
0;3;17;82,7;0
0;4;18;61,9;0
0;3;20;33,1;0
 ;1;12;59,3;1
1;1;13;68,8;1
0;1;14;50,7;1
1;3;17;63,5;0
1;0;8;31,3;0
0;1;12;27,5;1
1;1;15;63,2;0
1;0;10;28,6;0
1;4;18;80,3;0
0;1;12;34,2;0
0;1;12;73,6;1
1;1;15;60,5;1
1;0;9;25,2;0
1;0;8;38,2;1
1;1;13;63,2;1
0;0;11;34,6;1
0;3;16;32,4;0
1;1;15;46,8;0
1;1;12;32,3;0
1;3;16;80,3;0
1;1;12;38,1;1
0;3;16;60,6;1
0;2;14;37,3;0
0;3;16;62,5;0
1;1;15;50,7;0
1;0;10;63,5;0
1;1;12; ;1
1;1;12;37,3;1
1;1;14;58,8;0
1;2;14;39;0
1;1;12;29,3;0
1;1;13;36,5;0
0;1;12;28,4;0
1;1;13;25,5;0
1;2;15;47;0
1;1;13;38,4;1
0;1;12;22,7;0
1;1;12;38,4;0
0;1;15;69,2;1
1;1;15;78,5;0
1;4;12;82,7;1
0;0;11;28,4;1
1;1;14;50,7;0
1;1;13;36,5;1
0;3;16;63,5;1
1;1;11;37,3;0
1;2;14;50,7;1
1;4;18;85,1;0
1;1;12;62,5;0
1;1;13;38,4;0
1;4;18;69,7;1
0;3;16;35,4;1
1;0;8;17,1;0
1;1;12;68,8;0
1;0;11;17,1;0
1;3;17;50,7;0
0;1;12;34,3;1
1;0;9; ;0
1;1;12;34,2;0
0;1;12;26,7;1
0;1;12;32;1
1;1;12;63,5;0
1;1;12;38,9;1
1;1;12;49,9;1
1;4;20;78,5;0
1;4;18;26,7;1
1;0;10;32,3;0
1;3;16;71,6;0
1;4;20;80,3;0
0;0;9;28,6;0
1;1;12;50,7;0
0;1;12;18,5;0
1;0;11;33,1;0
1;1;10;29,2;1
1;1;12;34,6;0
1;1;12;32,3;0
1;0;8;22,6;0
1;0;11;38,2;1
1;1;12;35,1;0
1;1;12;36,5;1
1;1;12;38;0
1;2;15;38,9;0
1;1;11;30,1;0
1;2;14;62,1;0
1;1;12;38,4;0
0;1;12;50,7;1
1;4;16;80,3;0
0;2;14;29,6;1
1;1;12;52,4;0
1;0;11;38,4;0
1;1;15;50,7;0
0;1;12;30,1;1
0;1;14;29,8;0
1;1;12;38,4;0
1;0;5;26,5;0
1;1;12;26,4;0
1;1;13;45,8;1
1;1;9;31,5;1
1;2;14;66,1;0
1;0;10;26,4;1
1;2;14;73,7;1
1;0;6;29,2;1
1;1;14;69,7;1
1;1;12;51,8;0
1;1;12;63,5;0
1;1;13; ;0
1;1;12;38,4;0
1;1;13;36,5;0
1;1;12;36,5;0
1;1;14;37,3;0
0;1;14;48,6;0
0;1;14;45,8;1
1;1;12;73,9;0
0;2;14;32,4;1
1;1;13;28,2;1
1;2;14;67;0
1;1;14;69,2;0
1;1;12;33,1;0
1;1;12;35,1;0
1;4;17;80,3;1
1;0;8;31,5;0
1;1;12;26,7;0
0;1;12;38,4;0
1;1;12;36,5;0
1;3;16;82,7;1
0;1;13;26,7;0
1;0;10; ;0
1;1;12;34,2;1
0;1;12;29,2;1
1;1;13;38,2;1
0;1;12;32;0
1;0;8;25,2;0
1;0;8;31,1;0
0;1;12;29,3;0
0;1;13;50,7;0
1;1;12;17,1;0
1;1;12;31,5;1
1;0;8;31,5;1
1;4;19;78,5;1
0;1;12;62,5;0
0;1;17; ;0
0;3;16;88,9;0
0;4;18;76,4;0
1;3;16;48,9;0
0;3;16;76,4;0
1;4;20;85,5;0
1;4;19;84,2;1
0;1;12;33,1;0
0;3;17;61,9;1
1;2;14;36,5;1
1;4;19;44,3;0
1;1;12;33,3;1
1;1;12;21,2;1
0;3;16;75,2;1
0;2;15; ;0
0;2;17;66,1;0
0;1;13;28,4;0
1;1;14;33,1;0
0;1;16;63,5;1
0;1;16;34,3;0
1;1;14;33,1;0
0;1;14;26,7;0
1;0;10;25,8;0
1;1;12;42,9;0
